accenumb,campaign,thousand_kernel_weight
IG 42737,1996-1997,30
IG 42741,1996-1997,32
IG 42742,1996-1997,33
IG 42747,1996-1997,24
IG 42749,1996-1997,30.5
IG 42753,1996-1997,30.6
IG 42754,1996-1997,33.1
IG 42761,1996-1997,32
IG 42763,1996-1997,36
IG 42767,1996-1997,36
IG 42775,1996-1997,34
IG 42776,1996-1997,28
IG 42777,1996-1997,36
IG 42778,1996-1997,40
IG 42793,1996-1997,36
IG 42798,1996-1997,32
IG 42801,1996-1997,30
IG 42814,1996-1997,36
IG 42815,1996-1997,32
IG 42819,1996-1997,30
IG 42820,1996-1997,30
IG 42825,1996-1997,34
IG 42826,1996-1997,30
IG 42831,1996-1997,38
IG 42836,1996-1997,42
IG 42838,1996-1997,32
IG 42839,1996-1997,30
IG 42841,1996-1997,38
IG 42843,1996-1997,40
IG 42844,1996-1997,34
IG 42845,1996-1997,34
IG 42846,1996-1997,32
IG 42847,1996-1997,26
IG 42851,1996-1997,42
IG 42853,1996-1997,26
IG 42860,1996-1997,24
IG 42882,1996-1997,30
IG 42883,1996-1997,30
IG 42889,1996-1997,32
IG 42894,1996-1997,25
IG 42895,1996-1997,23.8
IG 42896,1996-1997,23
IG 42902,1996-1997,25
IG 42911,1996-1997,26.9
IG 42916,1996-1997,42.7
IG 42918,1996-1997,24.2
IG 42922,1996-1997,24.8
IG 42928,1996-1997,23.7
IG 42929,1996-1997,20.2
IG 42931,1996-1997,21
IG 42933,1996-1997,21.7
IG 42935,1996-1997,23.7
IG 42939,1996-1997,25.5
IG 42948,1996-1997,27.2
IG 42950,1996-1997,23.6
IG 42951,1996-1997,21.5
IG 42952,1996-1997,25.8
IG 42954,1996-1997,24
IG 42955,1996-1997,28
IG 42957,1996-1997,26
IG 42958,1996-1997,24
IG 42960,1996-1997,28
IG 42961,1996-1997,22
IG 42963,1996-1997,32
IG 42980,1996-1997,40
IG 42984,1996-1997,40
IG 42988,1996-1997,42
IG 42990,1996-1997,34
IG 42992,1996-1997,32
IG 42993,1996-1997,26
IG 42994,1996-1997,30
IG 42999,1996-1997,34
IG 43001,1996-1997,36
IG 43003,1996-1997,40
IG 43004,1996-1997,34
IG 43007,1996-1997,36
IG 43008,1996-1997,30
IG 43014,1996-1997,38
IG 43016,1996-1997,36
IG 43018,1996-1997,38
IG 43019,1996-1997,34
IG 43020,1996-1997,40
IG 43024,1996-1997,25.5
IG 43025,1996-1997,28.8
IG 43027,1996-1997,25.9
IG 43030,1996-1997,25
IG 43034,1996-1997,30.8
IG 43042,1996-1997,28
IG 43043,1996-1997,42
IG 43048,1996-1997,33.3
IG 43049,1996-1997,33
IG 43060,1996-1997,36.4
IG 43061,1996-1997,31.2
IG 43071,1996-1997,41.2
IG 43072,1996-1997,33
IG 43073,1996-1997,32.6
IG 43075,1996-1997,34.9
IG 43078,1996-1997,32.8
IG 43079,1996-1997,30.8
IG 43084,1996-1997,28.3
IG 43087,1996-1997,30
IG 43089,1996-1997,42
IG 43090,1996-1997,44
IG 43091,1996-1997,36
IG 43093,1996-1997,42
IG 43095,1996-1997,40
IG 43096,1996-1997,40
IG 43106,1996-1997,42
IG 43109,1996-1997,36
IG 43110,1996-1997,30
IG 43111,1996-1997,40
IG 43115,1996-1997,32
IG 43121,1996-1997,36
IG 43126,1996-1997,36
IG 43128,1996-1997,32
IG 43129,1996-1997,34
IG 43134,1996-1997,36
IG 43137,1996-1997,26
IG 43139,1996-1997,24
IG 43141,1996-1997,28
IG 43144,1996-1997,30
IG 43145,1996-1997,22
IG 43149,1996-1997,32
IG 43162,1996-1997,24.9
IG 43164,1996-1997,22.5
IG 43170,1996-1997,22.7
IG 43172,1996-1997,42.7
IG 43174,1996-1997,35.2
IG 43175,1996-1997,34.5
IG 43176,1996-1997,37.7
IG 43177,1996-1997,33
IG 43345,1996-1997,29.7
IG 43346,1996-1997,30.2
IG 43348,1996-1997,29
IG 43352,1996-1997,30.9
IG 43364,1996-1997,33.4
IG 43365,1996-1997,32.8
IG 43366,1996-1997,37.3
IG 43379,1996-1997,26
IG 43382,1996-1997,34
IG 43383,1996-1997,36
IG 43593,1996-1997,36
IG 43594,1996-1997,34
IG 43595,1996-1997,34
IG 43596,1996-1997,28
IG 43597,1996-1997,36
IG 43598,1996-1997,36
IG 43599,1996-1997,34
IG 43906,1996-1997,34
IG 43907,1996-1997,34
IG 82179,1996-1997,38.5
IG 82197,1996-1997,38.8
IG 82283,1996-1997,32.2
IG 82842,1996-1997,32
IG 83078,1996-1997,36
IG 92721,1996-1997,28
IG 92729,1996-1997,28
IG 92730,1996-1997,20
IG 92770,1996-1997,33.5
IG 92784,1996-1997,35.8
IG 92785,1996-1997,30.8
IG 92786,1996-1997,33.1
IG 92787,1996-1997,32.7
IG 92788,1996-1997,36.6
IG 92789,1996-1997,30.3
IG 92792,1996-1997,33
IG 92808,1996-1997,34.9
IG 92809,1996-1997,34.5
IG 92810,1996-1997,38.8
IG 92811,1996-1997,29.3
IG 92812,1996-1997,34.9
IG 92813,1996-1997,32.6
IG 92814,1996-1997,36.7
IG 92815,1996-1997,34.4
IG 92816,1996-1997,33.5
IG 92817,1996-1997,34
IG 92818,1996-1997,32.7
IG 92819,1996-1997,37.3
IG 92820,1996-1997,37.8
IG 92821,1996-1997,36.2
IG 92822,1996-1997,34.3
IG 92823,1996-1997,34.2
IG 92825,1996-1997,34.2
IG 92828,1996-1997,28.8
IG 92830,1996-1997,29.5
IG 92832,1996-1997,29.7
IG 92833,1996-1997,34.2
IG 92834,1996-1997,24.5
IG 92835,1996-1997,36
IG 92837,1996-1997,39
IG 92839,1996-1997,33.9
IG 92840,1996-1997,31
IG 92842,1996-1997,32.3
IG 92844,1996-1997,37.3
IG 92846,1996-1997,33
IG 92847,1996-1997,29
IG 92852,1996-1997,23
IG 92923,1996-1997,33.7
IG 92943,1996-1997,36
IG 92944,1996-1997,32.3
IG 92945,1996-1997,33.3
IG 92946,1996-1997,39.4
IG 92947,1996-1997,37.6
IG 92948,1996-1997,34.8
IG 92950,1996-1997,41.7
IG 92952,1996-1997,28.4
IG 92954,1996-1997,30.9
IG 92965,1996-1997,36
IG 92970,1996-1997,41
IG 92975,1996-1997,43.2
IG 92976,1996-1997,40.6
IG 92981,1996-1997,42
IG 92992,1996-1997,37.4
IG 93009,1996-1997,35
IG 93010,1996-1997,36.8
IG 93011,1996-1997,36.4
IG 93012,1996-1997,34.3
IG 93027,1996-1997,34.2
IG 93129,1996-1997,39.3
IG 93130,1996-1997,35.7
IG 93131,1996-1997,34.7
IG 93132,1996-1997,35.2
IG 93133,1996-1997,37.8
IG 93134,1996-1997,37.6
IG 93135,1996-1997,37.2
IG 93136,1996-1997,42.2
IG 93137,1996-1997,36.3
IG 93280,1996-1997,33.6
IG 93290,1996-1997,30.8
IG 93321,1996-1997,29
IG 93379,1996-1997,36
IG 93449,1996-1997,36
IG 93458,1996-1997,35.6
IG 93465,1996-1997,35
IG 93486,1996-1997,27.5
IG 93603,1996-1997,37.7
IG 93665,1996-1997,34.7
IG 93704,1996-1997,37
IG 93754,1996-1997,39
IG 93969,1996-1997,36.9
IG 93970,1996-1997,36.6
IG 93971,1996-1997,27.6
IG 93979,1996-1997,37.8
IG 93980,1996-1997,35.3
IG 107171,1997-1998,42
IG 107450,1997-1998,27.2
IG 108728,1997-1998,50
IG 108733,1997-1998,26
IG 108736,1997-1998,28
IG 108737,1997-1998,36
IG 108742,1997-1998,54
IG 108745,1997-1998,33
IG 108756,1997-1998,30
IG 108758,1997-1998,52
IG 108760,1997-1998,34
IG 108765,1997-1998,30
IG 108767,1997-1998,52
IG 108770,1997-1998,20.3
IG 108771,1997-1998,42.2
IG 108775,1997-1998,46.5
IG 108820,1997-1998,43.4
IG 108824,1997-1998,40.3
IG 108895,1997-1998,48.9
IG 110707,1997-1998,26
IG 110708,1997-1998,24
IG 110711,1997-1998,35.8
IG 110712,1997-1998,39.6
IG 110713,1997-1998,41.8
IG 110714,1997-1998,46.7
IG 110715,1997-1998,37.1
IG 110716,1997-1998,41.8
IG 110717,1997-1998,44.9
IG 110718,1997-1998,32.3
IG 110721,1997-1998,32.5
IG 110722,1997-1998,35.2
IG 110848,1997-1998,30.4
IG 110850,1997-1998,52.9
IG 110854,1997-1998,43.5
IG 110856,1997-1998,37.8
IG 110866,1997-1998,30.1
IG 110868,1997-1998,30
IG 110873,1997-1998,51.1
IG 110878,1997-1998,34.7
IG 110885,1997-1998,39.2
IG 110889,1997-1998,52.7
IG 110892,1997-1998,32.2
IG 110894,1997-1998,36
IG 110897,1997-1998,34.4
IG 110901,1997-1998,43.2
IG 110903,1997-1998,47.5
IG 110908,1997-1998,50.5
IG 110910,1997-1998,53.7
IG 113059,1997-1998,34
IG 113064,1997-1998,24
IG 113070,1997-1998,20
IG 113072,1997-1998,24
IG 113081,1997-1998,26
IG 113218,1997-1998,22
IG 115798,1997-1998,30
IG 115812,1997-1998,38
IG 117949,1997-1998,22
IG 117965,1997-1998,46.3
IG 117966,1997-1998,49.6
IG 117967,1997-1998,44.9
IG 117968,1997-1998,42
IG 118699,1997-1998,38
IG 118700,1997-1998,22
IG 118707,1997-1998,50
IG 118708,1997-1998,46
IG 118709,1997-1998,44
IG 118712,1997-1998,34
IG 118715,1997-1998,38
IG 118717,1997-1998,38
IG 118718,1997-1998,46
IG 118719,1997-1998,28
IG 118721,1997-1998,28
IG 118722,1997-1998,42
IG 118727,1997-1998,28
IG 118730,1997-1998,28
IG 118731,1997-1998,48
IG 118732,1997-1998,32
IG 118742,1997-1998,24
IG 118746,1997-1998,36
IG 118748,1997-1998,46
IG 118749,1997-1998,38
IG 118750,1997-1998,26
IG 118751,1997-1998,36
IG 118752,1997-1998,38
IG 118759,1997-1998,22
IG 118762,1997-1998,40
IG 118766,1997-1998,40
IG 118768,1997-1998,40
IG 118776,1997-1998,36
IG 118790,1997-1998,32
IG 118795,1997-1998,24
IG 118798,1997-1998,32
IG 118804,1997-1998,30
IG 118805,1997-1998,36
IG 118806,1997-1998,34
IG 118808,1997-1998,26
IG 118809,1997-1998,28
IG 118811,1997-1998,30
IG 118813,1997-1998,26
IG 118814,1997-1998,28
IG 118816,1997-1998,22
IG 118817,1997-1998,26
IG 118819,1997-1998,28
IG 118824,1997-1998,36
IG 118825,1997-1998,42
IG 118826,1997-1998,34
IG 118827,1997-1998,38
IG 118829,1997-1998,36
IG 118836,1997-1998,42
IG 118842,1997-1998,32
IG 118846,1997-1998,48
IG 118847,1997-1998,50
IG 118849,1997-1998,44
IG 118853,1997-1998,28
IG 118854,1997-1998,30
IG 118856,1997-1998,30
IG 118859,1997-1998,46
IG 118861,1997-1998,32
IG 118866,1997-1998,26
IG 118867,1997-1998,22
IG 118868,1997-1998,28
IG 118869,1997-1998,20
IG 118870,1997-1998,24
IG 118871,1997-1998,28
IG 118872,1997-1998,34
IG 118874,1997-1998,44
IG 118875,1997-1998,34
IG 118884,1997-1998,34
IG 118890,1997-1998,38
IG 118891,1997-1998,36
IG 118892,1997-1998,26
IG 118901,1997-1998,30
IG 118902,1997-1998,34
IG 118905,1997-1998,26
IG 118906,1997-1998,34
IG 118908,1997-1998,34
IG 118912,1997-1998,32
IG 118914,1997-1998,32
IG 118915,1997-1998,34
IG 118920,1997-1998,30
IG 118922,1997-1998,38
IG 118925,1997-1998,22
IG 118927,1997-1998,30
IG 118932,1997-1998,22
IG 118937,1997-1998,28
IG 118938,1997-1998,22
IG 118940,1997-1998,20
IG 118942,1997-1998,30
IG 118943,1997-1998,30
IG 118948,1997-1998,24
IG 118950,1997-1998,34
IG 118951,1997-1998,36
IG 118954,1997-1998,36
IG 118957,1997-1998,36
IG 118958,1997-1998,20
IG 118960,1997-1998,26
IG 118964,1997-1998,30
IG 118970,1997-1998,32
IG 118972,1997-1998,26
IG 118975,1997-1998,24
IG 118977,1997-1998,38
IG 118978,1997-1998,30
IG 118980,1997-1998,28
IG 118982,1997-1998,32
IG 118983,1997-1998,22
IG 118986,1997-1998,34
IG 118987,1997-1998,28
IG 118989,1997-1998,24
IG 118990,1997-1998,32
IG 118993,1997-1998,26
IG 118995,1997-1998,24
IG 118998,1997-1998,24
IG 118999,1997-1998,24
IG 119006,1997-1998,24
IG 119009,1997-1998,26
IG 119010,1997-1998,26
IG 119016,1997-1998,32
IG 119019,1997-1998,28
IG 119021,1997-1998,38
IG 119024,1997-1998,26
IG 119025,1997-1998,30
IG 119026,1997-1998,26
IG 119028,1997-1998,24
IG 119030,1997-1998,28
IG 119031,1997-1998,26
IG 119034,1997-1998,26
IG 119037,1997-1998,28
IG 119039,1997-1998,30
IG 119040,1997-1998,28
IG 119042,1997-1998,22
IG 119043,1997-1998,28
IG 119045,1997-1998,26
IG 119047,1997-1998,24
IG 119048,1997-1998,24
IG 119050,1997-1998,26
IG 119051,1997-1998,24
IG 119052,1997-1998,20
IG 119053,1997-1998,28
IG 119055,1997-1998,24
IG 119056,1997-1998,28
IG 119058,1997-1998,32
IG 119060,1997-1998,30
IG 119062,1997-1998,30
IG 119063,1997-1998,28
IG 119064,1997-1998,24
IG 119066,1997-1998,22
IG 119068,1997-1998,26
IG 119069,1997-1998,28
IG 119071,1997-1998,22
IG 119072,1997-1998,30
IG 119074,1997-1998,30
IG 119076,1997-1998,34
IG 119077,1997-1998,30
IG 119079,1997-1998,40
IG 119082,1997-1998,34
IG 119086,1997-1998,26
IG 119087,1997-1998,24
IG 119088,1997-1998,32
IG 119090,1997-1998,34
IG 119091,1997-1998,26
IG 119092,1997-1998,30
IG 119093,1997-1998,34
IG 119094,1997-1998,22
IG 119096,1997-1998,32
IG 119099,1997-1998,30
IG 119101,1997-1998,24
IG 119102,1997-1998,26
IG 119103,1997-1998,32
IG 119104,1997-1998,28
IG 119106,1997-1998,28
IG 119111,1997-1998,22
IG 119112,1997-1998,20
IG 119114,1997-1998,28
IG 119115,1997-1998,28
IG 119119,1997-1998,34
IG 119121,1997-1998,26
IG 119123,1997-1998,34
IG 119125,1997-1998,32
IG 119126,1997-1998,30
IG 119132,1997-1998,26
IG 119133,1997-1998,34
IG 119135,1997-1998,36
IG 119136,1997-1998,24
IG 119137,1997-1998,30
IG 119138,1997-1998,28
IG 119142,1997-1998,22
IG 119143,1997-1998,20
IG 119144,1997-1998,32
IG 119147,1997-1998,24
IG 119149,1997-1998,30
IG 119150,1997-1998,24
IG 119151,1997-1998,26
IG 119153,1997-1998,28
IG 119154,1997-1998,30
IG 119155,1997-1998,24
IG 119157,1997-1998,36
IG 119159,1997-1998,20
IG 119163,1997-1998,32
IG 119164,1997-1998,30
IG 119165,1997-1998,30
IG 119166,1997-1998,26
IG 119167,1997-1998,34
IG 119171,1997-1998,32
IG 119179,1997-1998,28
IG 119180,1997-1998,26
IG 119182,1997-1998,30
IG 119185,1997-1998,30
IG 119186,1997-1998,24
IG 119187,1997-1998,30
IG 119193,1997-1998,24
IG 119195,1997-1998,56
IG 119196,1997-1998,32
IG 119201,1997-1998,36
IG 119202,1997-1998,42
IG 119209,1997-1998,34
IG 119211,1997-1998,24
IG 119223,1997-1998,26
IG 119224,1997-1998,30
IG 119227,1997-1998,35
IG 119229,1997-1998,34
IG 119231,1997-1998,24
IG 119233,1997-1998,34
IG 119236,1997-1998,30
IG 119240,1997-1998,38
IG 119243,1997-1998,32
IG 119244,1997-1998,40
IG 119246,1997-1998,32
IG 119253,1997-1998,24
IG 119264,1997-1998,30
IG 119268,1997-1998,30
IG 119269,1997-1998,26
IG 119271,1997-1998,30
IG 119272,1997-1998,30
IG 119276,1997-1998,26
IG 119277,1997-1998,36
IG 119280,1997-1998,32
IG 119282,1997-1998,34
IG 119287,1997-1998,34
IG 119289,1997-1998,32
IG 119293,1997-1998,28
IG 119301,1997-1998,29.8
IG 119309,1997-1998,25.7
IG 119310,1997-1998,34.4
IG 119314,1997-1998,35.8
IG 119321,1997-1998,27.2
IG 119326,1997-1998,40.8
IG 119328,1997-1998,40.1
IG 119330,1997-1998,36.7
IG 119331,1997-1998,29.2
IG 119338,1997-1998,24.4
IG 119340,1997-1998,35.4
IG 119341,1997-1998,35.9
IG 119342,1997-1998,47
IG 119343,1997-1998,39.4
IG 119344,1997-1998,44.7
IG 119347,1997-1998,44.6
IG 119348,1997-1998,47.7
IG 119349,1997-1998,42
IG 119350,1997-1998,40.8
IG 119357,1997-1998,42.9
IG 119360,1997-1998,41.4
IG 119361,1997-1998,36.9
IG 119362,1997-1998,40.6
IG 119363,1997-1998,38.1
IG 119364,1997-1998,40
IG 119365,1997-1998,40
IG 119367,1997-1998,32
IG 119372,1997-1998,38
IG 119377,1997-1998,32
IG 119422,1997-1998,52
IG 41899,1997-1998,16.9
IG 43279,1997-1998,37.6
IG 43282,1997-1998,15.2
IG 44248,1997-1998,23
IG 76674,1997-1998,39.3
IG 78070,1997-1998,38.6
IG 79006,1997-1998,26.3
IG 79159,1997-1998,34.8
IG 79226,1997-1998,26.8
IG 81014,1997-1998,32.7
IG 81055,1997-1998,30.8
IG 81199,1997-1998,21.4
IG 81256,1997-1998,32.3
IG 82025,1997-1998,39.3
IG 83086,1997-1998,33.9
IG 84042,1997-1998,36
IG 84817,1997-1998,36.4
IG 84850,1997-1998,36
IG 84855,1997-1998,36
IG 84859,1997-1998,42
IG 84861,1997-1998,40
IG 84864,1997-1998,31.9
IG 86239,1997-1998,38
IG 87068,1997-1998,26
IG 87073,1997-1998,32
IG 87767,1997-1998,46
IG 87769,1997-1998,36
IG 87770,1997-1998,30
IG 87771,1997-1998,34
IG 88064,1997-1998,38
IG 88168,1997-1998,34.9
IG 88173,1997-1998,31.9
IG 88180,1997-1998,32
IG 88315,1997-1998,34
IG 90278,1997-1998,32
IG 92286,1997-1998,42.3
IG 92304,1997-1998,36.1
IG 92305,1997-1998,43.7
IG 92315,1997-1998,50.3
IG 92330,1997-1998,44
IG 92341,1997-1998,24.2
IG 92350,1997-1998,36
IG 92379,1997-1998,30
IG 92391,1997-1998,34
IG 92851,1997-1998,37.7
IG 94851,1997-1998,45.9
IG 94852,1997-1998,45.1
IG 94853,1997-1998,46.4
IG 94854,1997-1998,47.6
IG 94855,1997-1998,48.8
IG 94858,1997-1998,38.1
IG 94859,1997-1998,43.9
IG 94860,1997-1998,49.6
IG 94861,1997-1998,49.7
IG 94863,1997-1998,40.8
IG 94864,1997-1998,37.7
IG 94865,1997-1998,44.3
IG 94866,1997-1998,44
IG 94867,1997-1998,39.6
IG 94868,1997-1998,39.5
IG 94869,1997-1998,47
IG 94870,1997-1998,44.8
IG 94871,1997-1998,36.7
IG 94872,1997-1998,47.3
IG 94887,1997-1998,49.9
IG 94889,1997-1998,44.6
IG 94891,1997-1998,46
IG 94892,1997-1998,47
IG 94894,1997-1998,48
IG 94954,1997-1998,36
IG 94955,1997-1998,31.6
IG 94956,1997-1998,33.7
IG 94959,1997-1998,32.6
IG 94971,1997-1998,35.9
IG 94972,1997-1998,32.3
IG 94973,1997-1998,35
IG 94974,1997-1998,44.9
IG 94975,1997-1998,35.8
IG 94976,1997-1998,41.8
IG 94977,1997-1998,50
IG 94978,1997-1998,33.3
IG 94979,1997-1998,32.4
IG 94980,1997-1998,42
IG 94981,1997-1998,43.4
IG 94982,1997-1998,35.7
IG 94983,1997-1998,39.7
IG 95011,1997-1998,39.5
IG 95020,1997-1998,43
IG 95025,1997-1998,44.2
IG 95040,1997-1998,35.2
IG 95054,1997-1998,38
IG 95115,1997-1998,35.9
IG 95188,1997-1998,43.4
IG 95736,1997-1998,47.6
IG 95788,1997-1998,33.3
IG 95789,1997-1998,36.1
IG 95790,1997-1998,37.7
IG 95791,1997-1998,33.9
IG 95792,1997-1998,37.6
IG 95793,1997-1998,37.9
IG 95794,1997-1998,37
IG 95795,1997-1998,40.7
IG 95796,1997-1998,38.5
IG 95797,1997-1998,38.1
IG 95798,1997-1998,32.9
IG 95799,1997-1998,34.2
IG 95802,1997-1998,34.9
IG 95803,1997-1998,36.1
IG 95804,1997-1998,36.9
IG 95805,1997-1998,33.4
IG 95806,1997-1998,31.7
IG 95807,1997-1998,35
IG 95808,1997-1998,36
IG 95809,1997-1998,31.5
IG 95810,1997-1998,36.3
IG 95811,1997-1998,29.9
IG 95812,1997-1998,33.9
IG 95813,1997-1998,34.8
IG 95814,1997-1998,31.4
IG 95815,1997-1998,36.1
IG 95816,1997-1998,35.3
IG 95818,1997-1998,35.3
IG 95819,1997-1998,26.8
IG 95821,1997-1998,35.6
IG 95822,1997-1998,39.4
IG 95824,1997-1998,40.5
IG 95825,1997-1998,36.1
IG 95826,1997-1998,36.5
IG 95827,1997-1998,32.1
IG 95828,1997-1998,32.8
IG 95829,1997-1998,37.6
IG 95830,1997-1998,38.1
IG 95832,1997-1998,29.7
IG 95838,1997-1998,49
IG 95841,1997-1998,38.5
IG 95842,1997-1998,31.1
IG 95843,1997-1998,34.3
IG 95844,1997-1998,41.3
IG 95845,1997-1998,33.2
IG 95849,1997-1998,29.6
IG 95852,1997-1998,31
IG 95853,1997-1998,37.2
IG 95857,1997-1998,56.6
IG 95858,1997-1998,35.8
IG 95860,1997-1998,36.7
IG 95861,1997-1998,29.4
IG 95866,1997-1998,32.7
IG 95867,1997-1998,51.9
IG 95876,1997-1998,38.7
IG 95877,1997-1998,35.3
IG 95880,1997-1998,32.7
IG 95881,1997-1998,36.9
IG 95882,1997-1998,35.9
IG 95883,1997-1998,36.8
IG 95884,1997-1998,38.4
IG 95885,1997-1998,38.3
IG 95886,1997-1998,42
IG 95888,1997-1998,32.4
IG 95891,1997-1998,35.8
IG 95892,1997-1998,35.5
IG 95893,1997-1998,34.3
IG 95894,1997-1998,40
IG 95895,1997-1998,46
IG 95897,1997-1998,42
IG 95898,1997-1998,36
IG 95900,1997-1998,42
IG 95901,1997-1998,38
IG 95907,1997-1998,32
IG 95908,1997-1998,36
IG 95916,1997-1998,36
IG 95917,1997-1998,38
IG 95918,1997-1998,34
IG 95919,1997-1998,46
IG 95920,1997-1998,42
IG 95921,1997-1998,40
IG 95922,1997-1998,38
IG 95925,1997-1998,38
IG 95929,1997-1998,38
IG 95930,1997-1998,38
IG 95931,1997-1998,40
IG 95932,1997-1998,42
IG 95933,1997-1998,38
IG 95934,1997-1998,38
IG 95940,1997-1998,40
IG 95942,1997-1998,34
IG 95947,1997-1998,40
IG 95948,1997-1998,36
IG 96149,1997-1998,38.5
IG 96150,1997-1998,37.4
IG 96151,1997-1998,35.5
IG 96152,1997-1998,35.4
IG 96153,1997-1998,36.9
IG 96154,1997-1998,38.8
IG 96156,1997-1998,33.2
IG 96157,1997-1998,39.8
IG 96158,1997-1998,38.1
IG 96159,1997-1998,40.5
IG 96160,1997-1998,35
IG 96161,1997-1998,35.2
IG 96162,1997-1998,35.5
IG 96163,1997-1998,40.4
IG 96164,1997-1998,49.4
IG 96165,1997-1998,46.5
IG 96166,1997-1998,47.1
IG 96167,1997-1998,51.2
IG 96169,1997-1998,52.7
IG 96170,1997-1998,39.2
IG 96171,1997-1998,45.9
IG 96173,1997-1998,31.1
IG 96175,1997-1998,37.7
IG 96176,1997-1998,43.8
IG 96177,1997-1998,37.1
IG 96178,1997-1998,45.7
IG 96179,1997-1998,39.4
IG 96181,1997-1998,38.5
IG 96182,1997-1998,53.4
IG 96183,1997-1998,38.3
IG 96184,1997-1998,42.7
IG 96185,1997-1998,34.6
IG 96187,1997-1998,44
IG 96189,1997-1998,32.2
IG 96191,1997-1998,35.8
IG 97508,1997-1998,41
IG 97510,1997-1998,39.4
IG 97512,1997-1998,31.7
IG 97514,1997-1998,41.9
IG 97836,1997-1998,37.7
IG 98133,1997-1998,50
IG 98497,1997-1998,34
IG 98797,1997-1998,40
IG 98813,1997-1998,20
IG 98814,1997-1998,32
IG 98816,1997-1998,26
IG 98817,1997-1998,36
IG 98818,1997-1998,30
IG 98820,1997-1998,22
IG 98822,1997-1998,30
IG 98823,1997-1998,38
IG 98824,1997-1998,22
IG 98827,1997-1998,34
IG 98829,1997-1998,40
IG 98830,1997-1998,36
IG 98831,1997-1998,38
IG 98835,1997-1998,28
IG 98837,1997-1998,30
IG 98838,1997-1998,36
IG 98839,1997-1998,32
IG 98840,1997-1998,30
IG 98843,1997-1998,30
IG 98845,1997-1998,36
IG 98846,1997-1998,30
IG 98847,1997-1998,32
IG 98848,1997-1998,30
IG 98849,1997-1998,34
IG 98850,1997-1998,32
IG 98851,1997-1998,30
IG 98852,1997-1998,32
IG 98853,1997-1998,32
IG 98854,1997-1998,40
IG 98855,1997-1998,42
IG 98856,1997-1998,22
IG 98857,1997-1998,30
IG 98858,1997-1998,40
IG 98859,1997-1998,34
IG 98860,1997-1998,38
IG 98861,1997-1998,32
IG 98862,1997-1998,32
IG 98929,1997-1998,32
IG 98931,1997-1998,30.1
IG 98932,1997-1998,30.4
IG 98933,1997-1998,30
IG 98934,1997-1998,29.4
IG 98936,1997-1998,32.7
IG 98937,1997-1998,33
IG 99045,1997-1998,40
IG 99046,1997-1998,44
IG 99047,1997-1998,40
IG 99048,1997-1998,42
IG 99049,1997-1998,38
IG 99050,1997-1998,36
IG 99051,1997-1998,32
IG 99210,1997-1998,36.5
IG 99214,1997-1998,35.1
IG 99221,1997-1998,27.5
IG 99222,1997-1998,25.5
IG 99226,1997-1998,24.8
IG 99228,1997-1998,23.7
IG 99230,1997-1998,27.7
IG 99241,1997-1998,38.1
IG 99248,1997-1998,40.7
IG 99253,1997-1998,40
IG 99254,1997-1998,43
IG 99261,1997-1998,33.6
IG 99262,1997-1998,41
IG 99295,1997-1998,41.5
IG 99308,1997-1998,40
IG 99310,1997-1998,39.8
IG 99311,1997-1998,48.7
IG 99314,1997-1998,37.4
IG 99315,1997-1998,38
IG 110706,1998-1999,46.5
IG 117947,1998-1999,31.2
IG 120699,1998-1999,36
IG 120701,1998-1999,25.7
IG 120704,1998-1999,37.3
IG 120706,1998-1999,27.8
IG 121874,1998-1999,37
IG 121875,1998-1999,31.5
IG 121876,1998-1999,27.5
IG 121879,1998-1999,29.4
IG 121884,1998-1999,24.5
IG 121885,1998-1999,28.4
IG 121887,1998-1999,26.6
IG 121888,1998-1999,25
IG 121892,1998-1999,27
IG 121893,1998-1999,29.8
IG 121896,1998-1999,27.5
IG 121898,1998-1999,29.5
IG 121899,1998-1999,30
IG 121900,1998-1999,24.4
IG 121904,1998-1999,20.3
IG 121905,1998-1999,25.5
IG 121907,1998-1999,27.8
IG 121910,1998-1999,24.6
IG 121917,1998-1999,24.5
IG 121921,1998-1999,25
IG 121930,1998-1999,30.5
IG 121937,1998-1999,25.4
IG 121939,1998-1999,26
IG 121951,1998-1999,21.7
IG 121955,1998-1999,24
IG 121956,1998-1999,22.2
IG 121957,1998-1999,23
IG 121959,1998-1999,26.3
IG 121962,1998-1999,24.8
IG 121964,1998-1999,31.5
IG 121965,1998-1999,23.6
IG 121966,1998-1999,21.8
IG 121967,1998-1999,33.5
IG 121968,1998-1999,28.5
IG 121969,1998-1999,30
IG 121972,1998-1999,34.5
IG 121973,1998-1999,25.2
IG 121975,1998-1999,26
IG 121976,1998-1999,31
IG 121982,1998-1999,28.5
IG 121984,1998-1999,28.5
IG 121988,1998-1999,24.7
IG 121989,1998-1999,33.5
IG 121990,1998-1999,28
IG 121991,1998-1999,25.9
IG 121992,1998-1999,33.5
IG 121993,1998-1999,25.5
IG 121994,1998-1999,28.5
IG 121995,1998-1999,24.9
IG 121996,1998-1999,25.3
IG 121997,1998-1999,24
IG 121998,1998-1999,26
IG 121999,1998-1999,33
IG 122000,1998-1999,32.5
IG 122001,1998-1999,23.6
IG 122002,1998-1999,28
IG 122003,1998-1999,34.5
IG 122004,1998-1999,23.4
IG 122005,1998-1999,27.4
IG 122006,1998-1999,24.7
IG 122007,1998-1999,23
